sample	samples	TP53
TCGA-C8-A275-01	TCGA-C8-A275-01	10.7
TCGA-CD-A487-01	TCGA-CD-A487-01	10.7
TCGA-CH-5771-01	TCGA-CH-5771-01	10.7
TCGA-CK-5916-01	TCGA-CK-5916-01	10.7
TCGA-CV-7440-11	TCGA-CV-7440-11	10.7
TCGA-CV-A45R-01	TCGA-CV-A45R-01	10.7
TCGA-D3-A2JC-06	TCGA-D3-A2JC-06	10.7
TCGA-D8-A3Z5-01	TCGA-D8-A3Z5-01	10.7
TCGA-DX-A6BG-01	TCGA-DX-A6BG-01	10.7
TCGA-DX-AB37-01	TCGA-DX-AB37-01	10.7
TCGA-E1-5322-01	TCGA-E1-5322-01	10.7
TCGA-E2-A10C-01	TCGA-E2-A10C-01	10.7
TCGA-EJ-5496-01	TCGA-EJ-5496-01	10.7
TCGA-EL-A3GZ-01	TCGA-EL-A3GZ-01	10.7
TCGA-EU-5905-01	TCGA-EU-5905-01	10.7
TCGA-FS-A4F8-06	TCGA-FS-A4F8-06	10.7
TCGA-FS-A4FB-06	TCGA-FS-A4FB-06	10.7
TCGA-FV-A3I0-01	TCGA-FV-A3I0-01	10.7
TCGA-G2-A2ES-01	TCGA-G2-A2ES-01	10.7
TCGA-G9-6348-01	TCGA-G9-6348-01	10.7
TCGA-HZ-7289-01	TCGA-HZ-7289-01	10.7
TCGA-IN-AB1X-01	TCGA-IN-AB1X-01	10.7
TCGA-KU-A66S-01	TCGA-KU-A66S-01	10.7
TCGA-LN-A9FR-01	TCGA-LN-A9FR-01	10.7
TCGA-MA-AA41-01	TCGA-MA-AA41-01	10.7
TCGA-O9-A75Z-01	TCGA-O9-A75Z-01	10.7
TCGA-RD-A8MV-01	TCGA-RD-A8MV-01	10.7
TCGA-SC-A6LQ-01	TCGA-SC-A6LQ-01	10.7
TCGA-SX-A7SQ-01	TCGA-SX-A7SQ-01	10.7
TCGA-TQ-A7RK-01	TCGA-TQ-A7RK-01	10.7
TCGA-VD-A8KF-01	TCGA-VD-A8KF-01	10.7
TCGA-VS-A9V3-01	TCGA-VS-A9V3-01	10.7
TCGA-WC-A87W-01	TCGA-WC-A87W-01	10.7
TCGA-06-0174-01	TCGA-06-0174-01	10.69
TCGA-06-0645-01	TCGA-06-0645-01	10.69
TCGA-12-3650-01	TCGA-12-3650-01	10.69
TCGA-24-1427-01	TCGA-24-1427-01	10.69
TCGA-26-5139-01	TCGA-26-5139-01	10.69
TCGA-28-5220-01	TCGA-28-5220-01	10.69
TCGA-2A-A8VX-01	TCGA-2A-A8VX-01	10.69
TCGA-44-2665-01	TCGA-44-2665-01	10.69
TCGA-64-5775-01	TCGA-64-5775-01	10.69
TCGA-66-2734-01	TCGA-66-2734-01	10.69
TCGA-85-7696-01	TCGA-85-7696-01	10.69
TCGA-91-7771-01	TCGA-91-7771-01	10.69
TCGA-A8-A07E-01	TCGA-A8-A07E-01	10.69
TCGA-AA-3660-11	TCGA-AA-3660-11	10.69
TCGA-AA-3956-01	TCGA-AA-3956-01	10.69
TCGA-AB-2859-03	TCGA-AB-2859-03	10.69
TCGA-B0-4718-01	TCGA-B0-4718-01	10.69
TCGA-B1-A657-01	TCGA-B1-A657-01	10.69
TCGA-BB-A5HU-01	TCGA-BB-A5HU-01	10.69
TCGA-BF-A5ES-01	TCGA-BF-A5ES-01	10.69
TCGA-BH-A0E1-01	TCGA-BH-A0E1-01	10.69
TCGA-BH-A42V-01	TCGA-BH-A42V-01	10.69
TCGA-BR-7901-01	TCGA-BR-7901-01	10.69
TCGA-CN-6992-01	TCGA-CN-6992-01	10.69
TCGA-CN-A497-01	TCGA-CN-A497-01	10.69
TCGA-CV-6955-01	TCGA-CV-6955-01	10.69
TCGA-D1-A17U-01	TCGA-D1-A17U-01	10.69
TCGA-D3-A5GS-06	TCGA-D3-A5GS-06	10.69
TCGA-D6-A4Z9-01	TCGA-D6-A4Z9-01	10.69
TCGA-DD-AAE0-01	TCGA-DD-AAE0-01	10.69
TCGA-DU-A5TU-01	TCGA-DU-A5TU-01	10.69
TCGA-DX-A3LW-01	TCGA-DX-A3LW-01	10.69
TCGA-ED-A66Y-01	TCGA-ED-A66Y-01	10.69
TCGA-EJ-5508-01	TCGA-EJ-5508-01	10.69
TCGA-EW-A1P0-01	TCGA-EW-A1P0-01	10.69
TCGA-FD-A5BX-01	TCGA-FD-A5BX-01	10.69
TCGA-FG-A4MT-01	TCGA-FG-A4MT-01	10.69
TCGA-FJ-A3ZE-01	TCGA-FJ-A3ZE-01	10.69
TCGA-GL-A4EM-01	TCGA-GL-A4EM-01	10.69
TCGA-HI-7169-01	TCGA-HI-7169-01	10.69
TCGA-L5-A43J-01	TCGA-L5-A43J-01	10.69
TCGA-MQ-A6BS-01	TCGA-MQ-A6BS-01	10.69
TCGA-NC-A5HK-01	TCGA-NC-A5HK-01	10.69
TCGA-RP-A694-06	TCGA-RP-A694-06	10.69
TCGA-SH-A7BH-01	TCGA-SH-A7BH-01	10.69
TCGA-X7-A8M1-01	TCGA-X7-A8M1-01	10.69
TCGA-ZG-A8QW-01	TCGA-ZG-A8QW-01	10.69
TCGA-14-1034-01	TCGA-14-1034-01	10.68
TCGA-27-1837-01	TCGA-27-1837-01	10.68
TCGA-28-2513-01	TCGA-28-2513-01	10.68
TCGA-2Y-A9H6-01	TCGA-2Y-A9H6-01	10.68
TCGA-2Z-A9J8-01	TCGA-2Z-A9J8-01	10.68
TCGA-3X-AAVE-01	TCGA-3X-AAVE-01	10.68
TCGA-49-4501-01	TCGA-49-4501-01	10.68
TCGA-76-4931-01	TCGA-76-4931-01	10.68
TCGA-A5-A0G2-01	TCGA-A5-A0G2-01	10.68
TCGA-A6-5666-01	TCGA-A6-5666-01	10.68
TCGA-A6-5667-11	TCGA-A6-5667-11	10.68
TCGA-AF-2691-01	TCGA-AF-2691-01	10.68
TCGA-AR-A2LJ-01	TCGA-AR-A2LJ-01	10.68
TCGA-B6-A0WW-01	TCGA-B6-A0WW-01	10.68
TCGA-BH-A1EO-01	TCGA-BH-A1EO-01	10.68
TCGA-BS-A0UF-01	TCGA-BS-A0UF-01	10.68
TCGA-C8-A26W-01	TCGA-C8-A26W-01	10.68
TCGA-CH-5743-01	TCGA-CH-5743-01	10.68
TCGA-CR-7371-01	TCGA-CR-7371-01	10.68
TCGA-CR-7373-01	TCGA-CR-7373-01	10.68
TCGA-CV-6961-11	TCGA-CV-6961-11	10.68
TCGA-CV-7099-01	TCGA-CV-7099-01	10.68
TCGA-D3-A1Q7-06	TCGA-D3-A1Q7-06	10.68
TCGA-D3-A3C1-06	TCGA-D3-A3C1-06	10.68
TCGA-D5-6924-01	TCGA-D5-6924-01	10.68
TCGA-DD-AACD-01	TCGA-DD-AACD-01	10.68
TCGA-DD-AAVZ-01	TCGA-DD-AAVZ-01	10.68
TCGA-DU-6394-01	TCGA-DU-6394-01	10.68
TCGA-DX-A3UB-01	TCGA-DX-A3UB-01	10.68
TCGA-E9-A1RE-01	TCGA-E9-A1RE-01	10.68
TCGA-EA-A439-01	TCGA-EA-A439-01	10.68
TCGA-EB-A5SE-01	TCGA-EB-A5SE-01	10.68
TCGA-EK-A2R7-01	TCGA-EK-A2R7-01	10.68
TCGA-EK-A3GN-01	TCGA-EK-A3GN-01	10.68
TCGA-EO-A3AZ-01	TCGA-EO-A3AZ-01	10.68
TCGA-ER-A19K-01	TCGA-ER-A19K-01	10.68
TCGA-ET-A3BV-01	TCGA-ET-A3BV-01	10.68
TCGA-FS-A1ZQ-06	TCGA-FS-A1ZQ-06	10.68
TCGA-IG-A4P3-01	TCGA-IG-A4P3-01	10.68
TCGA-KK-A7AW-01	TCGA-KK-A7AW-01	10.68
TCGA-L5-A893-01	TCGA-L5-A893-01	10.68
TCGA-LP-A4AW-01	TCGA-LP-A4AW-01	10.68
TCGA-Q1-A73O-01	TCGA-Q1-A73O-01	10.68
TCGA-UF-A7JV-01	TCGA-UF-A7JV-01	10.68
TCGA-X7-A8M0-01	TCGA-X7-A8M0-01	10.68
TCGA-26-5133-01	TCGA-26-5133-01	10.67
TCGA-2Z-A9JE-01	TCGA-2Z-A9JE-01	10.67
TCGA-4V-A9QM-01	TCGA-4V-A9QM-01	10.67
TCGA-64-5778-01	TCGA-64-5778-01	10.67
TCGA-66-2777-01	TCGA-66-2777-01	10.67
TCGA-76-4929-01	TCGA-76-4929-01	10.67
TCGA-A2-A0YI-01	TCGA-A2-A0YI-01	10.67
TCGA-A8-A07Z-01	TCGA-A8-A07Z-01	10.67
TCGA-AA-3525-11	TCGA-AA-3525-11	10.67
TCGA-AA-3693-01	TCGA-AA-3693-01	10.67
TCGA-AB-2835-03	TCGA-AB-2835-03	10.67
TCGA-AQ-A04H-01	TCGA-AQ-A04H-01	10.67
TCGA-AR-A1AX-01	TCGA-AR-A1AX-01	10.67
TCGA-B9-4113-01	TCGA-B9-4113-01	10.67
TCGA-B9-5156-01	TCGA-B9-5156-01	10.67
TCGA-B9-A44B-01	TCGA-B9-A44B-01	10.67
TCGA-BA-5151-01	TCGA-BA-5151-01	10.67
TCGA-BA-A6DD-01	TCGA-BA-A6DD-01	10.67
TCGA-BH-A0DP-01	TCGA-BH-A0DP-01	10.67
TCGA-BH-A0DV-01	TCGA-BH-A0DV-01	10.67
TCGA-BH-A0H5-11	TCGA-BH-A0H5-11	10.67
TCGA-BR-4292-01	TCGA-BR-4292-01	10.67
TCGA-BR-8058-01	TCGA-BR-8058-01	10.67
TCGA-CF-A9FL-01	TCGA-CF-A9FL-01	10.67
TCGA-CH-5792-01	TCGA-CH-5792-01	10.67
TCGA-CQ-7072-01	TCGA-CQ-7072-01	10.67
TCGA-E9-A228-01	TCGA-E9-A228-01	10.67
TCGA-EI-6917-01	TCGA-EI-6917-01	10.67
TCGA-EI-7004-01	TCGA-EI-7004-01	10.67
TCGA-EL-A3CX-01	TCGA-EL-A3CX-01	10.67
TCGA-EM-A3FO-01	TCGA-EM-A3FO-01	10.67
TCGA-ER-A198-06	TCGA-ER-A198-06	10.67
TCGA-FA-A86F-01	TCGA-FA-A86F-01	10.67
TCGA-FP-7829-01	TCGA-FP-7829-01	10.67
TCGA-FW-A5DY-06	TCGA-FW-A5DY-06	10.67
TCGA-G7-6796-01	TCGA-G7-6796-01	10.67
TCGA-HC-7742-11	TCGA-HC-7742-11	10.67
TCGA-HE-7129-01	TCGA-HE-7129-01	10.67
TCGA-HI-7168-01	TCGA-HI-7168-01	10.67
TCGA-HU-8604-01	TCGA-HU-8604-01	10.67
TCGA-KK-A6E6-01	TCGA-KK-A6E6-01	10.67
TCGA-N9-A4Q1-01	TCGA-N9-A4Q1-01	10.67
TCGA-OL-A5D6-01	TCGA-OL-A5D6-01	10.67
TCGA-RP-A693-06	TCGA-RP-A693-06	10.67
TCGA-TQ-A7RR-01	TCGA-TQ-A7RR-01	10.67
TCGA-UY-A9PF-01	TCGA-UY-A9PF-01	10.67
TCGA-VD-A8KM-01	TCGA-VD-A8KM-01	10.67
TCGA-VF-A8AA-01	TCGA-VF-A8AA-01	10.67
TCGA-XE-AAO4-01	TCGA-XE-AAO4-01	10.67
TCGA-XX-A899-01	TCGA-XX-A899-01	10.67
TCGA-Z6-A8JE-01	TCGA-Z6-A8JE-01	10.67
TCGA-2G-AAGE-01	TCGA-2G-AAGE-01	10.66
TCGA-43-3920-01	TCGA-43-3920-01	10.66
TCGA-4G-AAZO-01	TCGA-4G-AAZO-01	10.66
TCGA-68-A59J-01	TCGA-68-A59J-01	10.66
TCGA-A1-A0SG-01	TCGA-A1-A0SG-01	10.66
TCGA-A6-2671-11	TCGA-A6-2671-11	10.66
TCGA-A8-A082-01	TCGA-A8-A082-01	10.66
TCGA-B6-A0RG-01	TCGA-B6-A0RG-01	10.66
TCGA-BB-A5HZ-01	TCGA-BB-A5HZ-01	10.66
TCGA-BC-A10S-01	TCGA-BC-A10S-01	10.66
TCGA-BH-A0AZ-11	TCGA-BH-A0AZ-11	10.66
TCGA-BH-A0BR-01	TCGA-BH-A0BR-01	10.66
TCGA-BH-A1ES-01	TCGA-BH-A1ES-01	10.66
TCGA-BH-A1EU-11	TCGA-BH-A1EU-11	10.66
TCGA-BH-A1FG-11	TCGA-BH-A1FG-11	10.66
TCGA-BR-4255-01	TCGA-BR-4255-01	10.66
TCGA-BR-8367-01	TCGA-BR-8367-01	10.66
TCGA-BW-A5NP-01	TCGA-BW-A5NP-01	10.66
TCGA-CN-6016-01	TCGA-CN-6016-01	10.66
TCGA-CV-6934-01	TCGA-CV-6934-01	10.66
TCGA-CV-7178-01	TCGA-CV-7178-01	10.66
TCGA-DA-A1IC-06	TCGA-DA-A1IC-06	10.66
TCGA-DU-A6S3-01	TCGA-DU-A6S3-01	10.66
TCGA-DX-A1KU-01	TCGA-DX-A1KU-01	10.66
TCGA-E9-A1R4-01	TCGA-E9-A1R4-01	10.66
TCGA-EB-A97M-01	TCGA-EB-A97M-01	10.66
TCGA-EE-A20C-06	TCGA-EE-A20C-06	10.66
TCGA-EJ-5531-01	TCGA-EJ-5531-01	10.66
TCGA-EJ-7312-01	TCGA-EJ-7312-01	10.66
TCGA-EJ-A7NG-01	TCGA-EJ-A7NG-01	10.66
TCGA-EM-A2CO-01	TCGA-EM-A2CO-01	10.66
TCGA-ER-A19G-06	TCGA-ER-A19G-06	10.66
TCGA-ER-A2NE-06	TCGA-ER-A2NE-06	10.66
TCGA-EY-A1GX-01	TCGA-EY-A1GX-01	10.66
TCGA-FD-A5BZ-01	TCGA-FD-A5BZ-01	10.66
TCGA-FD-A62O-01	TCGA-FD-A62O-01	10.66
TCGA-G9-6342-01	TCGA-G9-6342-01	10.66
TCGA-HT-7469-01	TCGA-HT-7469-01	10.66
TCGA-IB-AAUR-01	TCGA-IB-AAUR-01	10.66
TCGA-KQ-A41O-01	TCGA-KQ-A41O-01	10.66
TCGA-LL-A6FP-01	TCGA-LL-A6FP-01	10.66
TCGA-LP-A5U3-01	TCGA-LP-A5U3-01	10.66
TCGA-OL-A5RY-01	TCGA-OL-A5RY-01	10.66
TCGA-OL-A66J-01	TCGA-OL-A66J-01	10.66
TCGA-V4-A9EJ-01	TCGA-V4-A9EJ-01	10.66
TCGA-X7-A8D8-01	TCGA-X7-A8D8-01	10.66
TCGA-XF-A8HC-01	TCGA-XF-A8HC-01	10.66
TCGA-ZG-A9LM-01	TCGA-ZG-A9LM-01	10.66
TCGA-05-4430-01	TCGA-05-4430-01	10.65
TCGA-28-5216-01	TCGA-28-5216-01	10.65
TCGA-2G-AAGJ-01	TCGA-2G-AAGJ-01	10.65
TCGA-3B-A9HO-01	TCGA-3B-A9HO-01	10.65
TCGA-62-8398-01	TCGA-62-8398-01	10.65
TCGA-77-8131-01	TCGA-77-8131-01	10.65
TCGA-97-8172-01	TCGA-97-8172-01	10.65
TCGA-A8-A06T-01	TCGA-A8-A06T-01	10.65
TCGA-A8-A086-01	TCGA-A8-A086-01	10.65
TCGA-AA-3663-11	TCGA-AA-3663-11	10.65
TCGA-AA-A00L-01	TCGA-AA-A00L-01	10.65
TCGA-AB-2836-03	TCGA-AB-2836-03	10.65
TCGA-AB-2903-03	TCGA-AB-2903-03	10.65
TCGA-AR-A0TZ-01	TCGA-AR-A0TZ-01	10.65
TCGA-B6-A0IH-01	TCGA-B6-A0IH-01	10.65
TCGA-B6-A0WS-01	TCGA-B6-A0WS-01	10.65
TCGA-BF-A3DN-01	TCGA-BF-A3DN-01	10.65
TCGA-BH-A0HK-11	TCGA-BH-A0HK-11	10.65
TCGA-BQ-5879-01	TCGA-BQ-5879-01	10.65
TCGA-BR-4257-01	TCGA-BR-4257-01	10.65
TCGA-C8-A1HG-01	TCGA-C8-A1HG-01	10.65
TCGA-CH-5772-01	TCGA-CH-5772-01	10.65
TCGA-CQ-7063-01	TCGA-CQ-7063-01	10.65
TCGA-CQ-A4CD-01	TCGA-CQ-A4CD-01	10.65
TCGA-D8-A4Z1-01	TCGA-D8-A4Z1-01	10.65
TCGA-DS-A1OA-01	TCGA-DS-A1OA-01	10.65
TCGA-DX-A3U6-01	TCGA-DX-A3U6-01	10.65
TCGA-DX-AB2L-01	TCGA-DX-AB2L-01	10.65
TCGA-E2-A10F-01	TCGA-E2-A10F-01	10.65
TCGA-E7-A7PW-01	TCGA-E7-A7PW-01	10.65
TCGA-E9-A1NA-11	TCGA-E9-A1NA-11	10.65
TCGA-E9-A1NC-01	TCGA-E9-A1NC-01	10.65
TCGA-EB-A430-01	TCGA-EB-A430-01	10.65
TCGA-EJ-5503-01	TCGA-EJ-5503-01	10.65
TCGA-EJ-7218-01	TCGA-EJ-7218-01	10.65
TCGA-EZ-7264-01	TCGA-EZ-7264-01	10.65
TCGA-FE-A236-01	TCGA-FE-A236-01	10.65
TCGA-FS-A1ZT-06	TCGA-FS-A1ZT-06	10.65
TCGA-FS-A1ZY-06	TCGA-FS-A1ZY-06	10.65
TCGA-HB-A3YV-01	TCGA-HB-A3YV-01	10.65
TCGA-HS-A5NA-01	TCGA-HS-A5NA-01	10.65
TCGA-HT-7480-01	TCGA-HT-7480-01	10.65
TCGA-KK-A8I8-01	TCGA-KK-A8I8-01	10.65
TCGA-PE-A5DD-01	TCGA-PE-A5DD-01	10.65
TCGA-PL-A8LV-01	TCGA-PL-A8LV-01	10.65
TCGA-Q1-A5R1-01	TCGA-Q1-A5R1-01	10.65
TCGA-R6-A6KZ-01	TCGA-R6-A6KZ-01	10.65
TCGA-R6-A8W5-01	TCGA-R6-A8W5-01	10.65
TCGA-UF-A7JO-01	TCGA-UF-A7JO-01	10.65
TCGA-V1-A8MM-01	TCGA-V1-A8MM-01	10.65
TCGA-V1-A9Z9-01	TCGA-V1-A9Z9-01	10.65
TCGA-W3-AA1Q-06	TCGA-W3-AA1Q-06	10.65
TCGA-XF-AAMX-01	TCGA-XF-AAMX-01	10.65
TCGA-YF-AA3L-01	TCGA-YF-AA3L-01	10.65
TCGA-ZB-A96M-01	TCGA-ZB-A96M-01	10.65
TCGA-ZF-A9R1-01	TCGA-ZF-A9R1-01	10.65
TCGA-2X-A9D6-01	TCGA-2X-A9D6-01	10.64
TCGA-3U-A98G-01	TCGA-3U-A98G-01	10.64
TCGA-3X-AAVC-01	TCGA-3X-AAVC-01	10.64
TCGA-50-6673-01	TCGA-50-6673-01	10.64
TCGA-55-7281-01	TCGA-55-7281-01	10.64
TCGA-63-6202-01	TCGA-63-6202-01	10.64
TCGA-64-1679-01	TCGA-64-1679-01	10.64
TCGA-75-7027-01	TCGA-75-7027-01	10.64
TCGA-77-7141-01	TCGA-77-7141-01	10.64
TCGA-91-6835-01	TCGA-91-6835-01	10.64
TCGA-97-7552-01	TCGA-97-7552-01	10.64
TCGA-A2-A04X-01	TCGA-A2-A04X-01	10.64
TCGA-A2-A0EN-01	TCGA-A2-A0EN-01	10.64
TCGA-AA-3710-01	TCGA-AA-3710-01	10.64
TCGA-AB-2807-03	TCGA-AB-2807-03	10.64
TCGA-AB-2854-03	TCGA-AB-2854-03	10.64
TCGA-AB-2943-03	TCGA-AB-2943-03	10.64
TCGA-AC-A3W6-01	TCGA-AC-A3W6-01	10.64
TCGA-AO-A12E-01	TCGA-AO-A12E-01	10.64
TCGA-B0-4690-01	TCGA-B0-4690-01	10.64
TCGA-BF-AAP8-01	TCGA-BF-AAP8-01	10.64
TCGA-BQ-5890-01	TCGA-BQ-5890-01	10.64
TCGA-CD-5813-01	TCGA-CD-5813-01	10.64
TCGA-CR-7393-01	TCGA-CR-7393-01	10.64
TCGA-CV-7440-01	TCGA-CV-7440-01	10.64
TCGA-D3-A3BZ-06	TCGA-D3-A3BZ-06	10.64
TCGA-D8-A1XV-01	TCGA-D8-A1XV-01	10.64
TCGA-DX-A8BX-01	TCGA-DX-A8BX-01	10.64
TCGA-E2-A1IK-01	TCGA-E2-A1IK-01	10.64
TCGA-E9-A1ND-11	TCGA-E9-A1ND-11	10.64
TCGA-E9-A1RD-01	TCGA-E9-A1RD-01	10.64
TCGA-EM-A2CN-01	TCGA-EM-A2CN-01	10.64
TCGA-ER-A19S-06	TCGA-ER-A19S-06	10.64
TCGA-FD-A5BV-01	TCGA-FD-A5BV-01	10.64
TCGA-G9-6353-01	TCGA-G9-6353-01	10.64
TCGA-HC-A6AN-01	TCGA-HC-A6AN-01	10.64
TCGA-HD-8635-11	TCGA-HD-8635-11	10.64
TCGA-HT-7677-01	TCGA-HT-7677-01	10.64
TCGA-J4-A67T-01	TCGA-J4-A67T-01	10.64
TCGA-KC-A7F3-01	TCGA-KC-A7F3-01	10.64
TCGA-L5-A8NE-01	TCGA-L5-A8NE-01	10.64
TCGA-MY-A5BF-01	TCGA-MY-A5BF-01	10.64
TCGA-S8-A6BW-01	TCGA-S8-A6BW-01	10.64
TCGA-TS-A8AV-01	TCGA-TS-A8AV-01	10.64
TCGA-V4-A9F1-01	TCGA-V4-A9F1-01	10.64
TCGA-VR-A8ER-01	TCGA-VR-A8ER-01	10.64
TCGA-VR-A8EW-01	TCGA-VR-A8EW-01	10.64
TCGA-WY-A85C-01	TCGA-WY-A85C-01	10.64
TCGA-XF-A9SX-01	TCGA-XF-A9SX-01	10.64
TCGA-XQ-A8TA-01	TCGA-XQ-A8TA-01	10.64
TCGA-YL-A8SH-01	TCGA-YL-A8SH-01	10.64
TCGA-2A-AAYO-01	TCGA-2A-AAYO-01	10.63
TCGA-41-2572-01	TCGA-41-2572-01	10.63
TCGA-49-AARO-01	TCGA-49-AARO-01	10.63
TCGA-55-A494-01	TCGA-55-A494-01	10.63
TCGA-58-8393-01	TCGA-58-8393-01	10.63
TCGA-A2-A04Y-01	TCGA-A2-A04Y-01	10.63
TCGA-A2-A0CV-01	TCGA-A2-A0CV-01	10.63
TCGA-A3-3317-01	TCGA-A3-3317-01	10.63
TCGA-AA-3521-01	TCGA-AA-3521-01	10.63
TCGA-AA-3941-01	TCGA-AA-3941-01	10.63
TCGA-AB-2884-03	TCGA-AB-2884-03	10.63
TCGA-AB-2998-03	TCGA-AB-2998-03	10.63
TCGA-AJ-A3OK-01	TCGA-AJ-A3OK-01	10.63
TCGA-B0-4810-01	TCGA-B0-4810-01	10.63
TCGA-B8-5162-01	TCGA-B8-5162-01	10.63
TCGA-BH-A18P-01	TCGA-BH-A18P-01	10.63
TCGA-BH-A1ET-01	TCGA-BH-A1ET-01	10.63
TCGA-BH-A1EW-01	TCGA-BH-A1EW-01	10.63
TCGA-BJ-A0Z2-01	TCGA-BJ-A0Z2-01	10.63
TCGA-BJ-A28W-01	TCGA-BJ-A28W-01	10.63
TCGA-C5-A8XI-01	TCGA-C5-A8XI-01	10.63
TCGA-C8-A12Q-01	TCGA-C8-A12Q-01	10.63
TCGA-C9-A480-01	TCGA-C9-A480-01	10.63
TCGA-CA-5254-01	TCGA-CA-5254-01	10.63
TCGA-CJ-6033-01	TCGA-CJ-6033-01	10.63
TCGA-CM-5863-01	TCGA-CM-5863-01	10.63
TCGA-D3-A1QB-06	TCGA-D3-A1QB-06	10.63
TCGA-D8-A1X6-01	TCGA-D8-A1X6-01	10.63
TCGA-DB-A75K-01	TCGA-DB-A75K-01	10.63
TCGA-DJ-A2Q0-01	TCGA-DJ-A2Q0-01	10.63
TCGA-DW-7836-01	TCGA-DW-7836-01	10.63
TCGA-EJ-7330-01	TCGA-EJ-7330-01	10.63
TCGA-EM-A1YE-01	TCGA-EM-A1YE-01	10.63
TCGA-ET-A3DS-01	TCGA-ET-A3DS-01	10.63
TCGA-FB-A5VM-01	TCGA-FB-A5VM-01	10.63
TCGA-FY-A40M-01	TCGA-FY-A40M-01	10.63
TCGA-HC-7209-01	TCGA-HC-7209-01	10.63
TCGA-HW-A5KJ-01	TCGA-HW-A5KJ-01	10.63
TCGA-J4-A83N-01	TCGA-J4-A83N-01	10.63
TCGA-M7-A721-01	TCGA-M7-A721-01	10.63
TCGA-MP-A4T7-01	TCGA-MP-A4T7-01	10.63
TCGA-S9-A6TU-01	TCGA-S9-A6TU-01	10.63
TCGA-W3-AA1W-06	TCGA-W3-AA1W-06	10.63
TCGA-XE-A8H1-01	TCGA-XE-A8H1-01	10.63
TCGA-XF-A8HB-01	TCGA-XF-A8HB-01	10.63
TCGA-ZG-A8QZ-01	TCGA-ZG-A8QZ-01	10.63
TCGA-12-5295-01	TCGA-12-5295-01	10.62
TCGA-2G-AAGV-01	TCGA-2G-AAGV-01	10.62
TCGA-32-2615-01	TCGA-32-2615-01	10.62
TCGA-4Z-AA7N-01	TCGA-4Z-AA7N-01	10.62
TCGA-50-5930-01	TCGA-50-5930-01	10.62
TCGA-56-8625-01	TCGA-56-8625-01	10.62
TCGA-99-8028-01	TCGA-99-8028-01	10.62
TCGA-A2-A0EX-01	TCGA-A2-A0EX-01	10.62
TCGA-AB-2833-03	TCGA-AB-2833-03	10.62
TCGA-AB-2872-03	TCGA-AB-2872-03	10.62
TCGA-AB-2901-03	TCGA-AB-2901-03	10.62
TCGA-AR-A1AK-01	TCGA-AR-A1AK-01	10.62
TCGA-AR-A24T-01	TCGA-AR-A24T-01	10.62
TCGA-B0-5116-01	TCGA-B0-5116-01	10.62
TCGA-B3-8121-01	TCGA-B3-8121-01	10.62
TCGA-BF-AAOX-01	TCGA-BF-AAOX-01	10.62
TCGA-BF-AAP0-06	TCGA-BF-AAP0-06	10.62
TCGA-BH-A0HF-01	TCGA-BH-A0HF-01	10.62
TCGA-BP-4771-01	TCGA-BP-4771-01	10.62
TCGA-BP-5175-01	TCGA-BP-5175-01	10.62
TCGA-BT-A20P-01	TCGA-BT-A20P-01	10.62
TCGA-CH-5761-11	TCGA-CH-5761-11	10.62
TCGA-CJ-4894-01	TCGA-CJ-4894-01	10.62
TCGA-DX-A7EN-01	TCGA-DX-A7EN-01	10.62
TCGA-EJ-5497-01	TCGA-EJ-5497-01	10.62
TCGA-EJ-7328-01	TCGA-EJ-7328-01	10.62
TCGA-EM-A1CU-01	TCGA-EM-A1CU-01	10.62
TCGA-ER-A193-06	TCGA-ER-A193-06	10.62
TCGA-FD-A6TG-01	TCGA-FD-A6TG-01	10.62
TCGA-GN-A26A-06	TCGA-GN-A26A-06	10.62
TCGA-HT-7606-01	TCGA-HT-7606-01	10.62
TCGA-HT-7875-01	TCGA-HT-7875-01	10.62
TCGA-HT-8011-01	TCGA-HT-8011-01	10.62
TCGA-JY-A938-01	TCGA-JY-A938-01	10.62
TCGA-KC-A4BL-01	TCGA-KC-A4BL-01	10.62
TCGA-KC-A7F5-01	TCGA-KC-A7F5-01	10.62
TCGA-KK-A8IB-01	TCGA-KK-A8IB-01	10.62
TCGA-LL-A73Z-01	TCGA-LL-A73Z-01	10.62
TCGA-LN-A7HX-01	TCGA-LN-A7HX-01	10.62
TCGA-NA-A4QV-01	TCGA-NA-A4QV-01	10.62
TCGA-NF-A4WU-01	TCGA-NF-A4WU-01	10.62
TCGA-S6-A8JW-01	TCGA-S6-A8JW-01	10.62
TCGA-S9-A6U2-01	TCGA-S9-A6U2-01	10.62
TCGA-V1-A8X3-01	TCGA-V1-A8X3-01	10.62
TCGA-X6-A7WA-01	TCGA-X6-A7WA-01	10.62
TCGA-ZH-A8Y2-01	TCGA-ZH-A8Y2-01	10.62
TCGA-ZH-A8Y8-01	TCGA-ZH-A8Y8-01	10.62
TCGA-24-1562-01	TCGA-24-1562-01	10.61
TCGA-2Y-A9H7-01	TCGA-2Y-A9H7-01	10.61
TCGA-3B-A9HV-01	TCGA-3B-A9HV-01	10.61
TCGA-3B-A9HY-01	TCGA-3B-A9HY-01	10.61
TCGA-44-2657-11	TCGA-44-2657-11	10.61
TCGA-44-6148-01	TCGA-44-6148-01	10.61
TCGA-4Z-AA7Q-01	TCGA-4Z-AA7Q-01	10.61
TCGA-85-A4JC-01	TCGA-85-A4JC-01	10.61
